Folder,Caption,Label
caption_14380,"Andrew Weatherall in an undated photo. His work as a D.J. and producer had a major impact on the English music scene, although he said he &ldquo;never meant this to be a career.&rdquo;",Music
caption_14382,A private twin room.,Travel
caption_14384,"The right rug will pull a room together, and is something you can keep for years. (The Longworth I wool rug, above, is from Edward Fields.)",Real Estate
caption_14388,"This beloved inn in the Berkshires has been reopened by new owners, including Malcolm Gladwell.",Travel
caption_1439,"Kanye West debuted his eighth album, ""Ye,"" at an invitation-only listening event in Wyoming on Thursday night.",Music
caption_14396,"Karen Asprea moved in with her boyfriend, Ronald Masso Ferret, and his dog, Dara.",Real Estate
caption_14400,"The rapper Tay-K, born Taymor McIntyre, has been found guilty of murder for his role in a 2016 armed robbery.",Music
caption_14417,"The guard post at Puerta de San Juan entrance, San Juan.",Travel
caption_14422,"A new documentary called ""Leaving Neverland"" shines a light on two men who say they were sexually abused by Michael Jackson when they were children.",Music
caption_14431,"Peabody Southwell, left, and Marc Kudisch in ""Anatomy Theater.""",Music
caption_14438,"THE RENTER Nastasya Tsultsumova wished to live in a high-rise near her job in Jersey City, and she does.",Real Estate
caption_14444,The Sculpted Geo Console at West Elm.,Real Estate
caption_14447,Morty's Delicatessen opened last April in Hong Kong's busy Central district.,Travel
caption_14461,"Claire Chase, flutist, who is working on a 23-year project.",Music
caption_1447,The riverwalk along the Milwaukee River.,Travel
caption_14470,Lucia Lucas.,Music
caption_14471,"Bruce Morrow, center, with the Midtown Men at Cousin Brucie&rsquo;s Palisades Park Reunion VI in 2018. Mr. Morrow is headed back to WABC to round out his career.",Music
caption_14479,"Drew Findling, right, a criminal defense lawyer, has become an indispensable fixture in the world of Atlanta rap. ""It means a lot when you have someone who genuinely cares,"" said one of his clients, Offset, left, of Migos.",Music
caption_14483,"Despite the 2020 catalog-season chaos, some things remained reassuringly constant. At Johnny&rsquo;s Selected Seeds, the top four home-garden crops were still zinnias, bush beans, heirloom tomatoes (shown) and hot peppers.",Real Estate
caption_14484,"Mr. Kanneh-Mason, like all performing artists, faces an uncertain period as the field slowly emerges from lockdown.",Music
caption_14487,"A dish of carrot, crab and marjoram at Candide.",Travel
caption_14491,"Anaheim&rsquo;s downtown district, known locally as CtrCity, features the Center Street Promenade, a retail and dining area that has the feel of a friendly village.",Travel
caption_14493,"Alessia Cara returns with &ldquo;Growing Pains,&rdquo; a confessional song about being a confessional songwriter.",Music
caption_14494,A dish of spinach fritters with a side of aioli at Tona.,Travel
caption_145,Marc Maron,Travel
caption_14500,"Ratatouille tacos at Cometa Pla in Barcelona, Spain, which highlights organic Catalan producers.",Travel
caption_14502,Charles Lloyd recorded 12 pieces over two hours before an audience for the album &ldquo;8: Kindred Spirits (Live From the Lobero).&rdquo;,Music
caption_14503,Hot air balloons flew over Bristol for a Fiesta Flypast over the city on Aug. 3 as part of the socially distanced alternative to the Bristol International Balloon Fiesta.,Travel
caption_14514,The new Café Lula at the Ryman Auditorium.,Travel
caption_14516,"The developer Sharon Kahen at the CL Tower on East 121st Street in Harlem. He and his partner just bought another Harlem parcel, on 119th Street.",Real Estate
caption_14517,"David C. Salvatore, of Edge Mid-Century Designs, irons a pillowcase while staging an apartment.",Real Estate
caption_14523,"Donald Glover's new movie, ""Guava Island,"" will debut at Coachella on Thursday, the day before Glover headlines Friday's lineup as Childish Gambino.",Music
caption_14531,"Steven Schick leads ICE in Varese's ""Integrales"" at Libbey Bowl during the 2015 Ojai Music Festival in California.",Travel
caption_14536,"The Beastie Boys&rsquo; Michael Diamond (Mike D), left, and Adam Horovitz (Ad-Rock) took a shot at defining their own legacy in their &ldquo;Beastie Boys Book.&rdquo;",Music
caption_14541,Post Malone has his second No. 1 album on the Billboard chart.,Music
caption_14559,Lodge Kohler.,Travel
caption_14564,The filmmaker Michael Moore.,Travel
caption_14568,Passengers wait at a check-in counter at Fiumicino Airport in Rome on July 18.,Travel
caption_14580,"Yazema Moremong, known as Connie, is a female safari guide at Chobe Game Lodge, which is one of the most progressive safari destinations in Africa.",Travel
caption_14593,"With more ships heading to Antigua after the storms, the island could see a record-breaking year for cruise tourism.",Travel
caption_14600,Benjamin Appl singing Schubert at the Park Avenue Armory this week.,Music
caption_14601,Benjamin Norman for The New York Times. Technology by Samsung.,Travel
caption_14603,This five-story 1928 building at 442 East 78th Street sold for $6.575 million.,Real Estate
caption_14612,"On Oahu's North Shore, Waimea Bay, a renowned surfing spot since the 1950s.",Travel
caption_14615,"Kurt Vile will release ""Bottle It In,"" an album of ramshackle songs and quizzical lyrics that's his most consistent to date, in October.",Music
caption_14623,"George Mpanga, known as George the Poet, recording an episode of ""Have You Heard George's Podcast?"" in front of a live audience in London on Sept. 6.",Music
caption_14624,"An aerial image taken with a drone shows people walking along Cocoa Beach Pier in Cocoa Beach, Fla., on Thursday.",Travel
caption_14628,"Michael Lang, an original partner in Woodstock in 1969, has faced many obstacles, but the show will go on — at Merriweather Post Pavilion.",Music
caption_14629,A rendering of a $360 million mixed-use development planned for the site that was once home to the Veterans Memorial Coliseum.,Real Estate
caption_14633,Katie Lee on the beach in Miami. She recommends getting away from resorts and buffets and asking locals where they like to eat.,Travel
caption_14635,"Eddie Van Halen's innovations kept fellow guitarists on their toes — and wondering, ""What's Eddie doing now?""",Music
caption_14640,"An open house for a Victorian in Montclair, N.J., drew quite a crowd. The sellers received multiple bids, some well over the asking price.",Real Estate
caption_14641,"Susan Zhang, Heath Beckett and their dog, Butters, left a house in North Carolina for an apartment in New Jersey.",Real Estate
caption_14642,"The Buyers For Nicole and Brent Ferrin, lots to do — and ""a ton of character"" — in the financial district.",Real Estate
caption_1465,"Eric Weissberg, right, with his group Deliverance. His recording of &ldquo;Dueling Banjos&rdquo; with the guitarist Steve Mandell was a hit in 1973.",Music
caption_14656,"John Cale at a new 12,000-square-foot exhibition dedicated to his former band, the Velvet Underground.",Music
caption_14659,"A dance school brings teachers outside, inviting commuters to the downtown area to join them.",Travel
caption_14668,"Joe Diffie. Eighteen of his singles landed in the Top 10 on the country charts, with five going No. 1.",Music
caption_14669,It's not the houses that are bigger in this early springtime view of Mill Pond in Port Washington; it's the sailboats that are toys.,Real Estate
caption_14672,"Many of the experiences offered by Marriott Bonvoy are aimed at young members, including a chance to use a members-only lounge at music festivals.",Travel
caption_14681,"Many renters assumed that New York being a global epicenter of the coronavirus pandemic would result in falling rental prices. But that hasn't happened. At least, not yet. ""There is a disconnect between what tenants expect and landlords are willing to give,"" said Gary Malin, chief operating officer of The Corcoran Group.",Real Estate
caption_14686,"The Hess Tower, left, in downtown Houston sold in December for $442.5 million, a local record.",Real Estate
caption_14687,The biggest sale in December was a large duplex at 220 Central Park South that was purchased for $92.7 million.,Real Estate
caption_14688,"The Silver Line, which has prompted a boom in construction in Tysons, Va., is scheduled to begin service next month.",Real Estate
caption_14709,"Mr. Cruz, with French bulldog, Dexter, on the grounds of the Bartow-Pell Mansion Museum with his wife, Mary Janet Cruz, and their sons, Scott and Joseph.",Real Estate
caption_14711,"Anna Netrebko, who will play Tosca on Saturday night at the Met, performing in 2016 at Carnegie Hall.",Music
caption_14721,The Seattle Great Wheel is one of many stops to consider in Washington's seaside city.,Travel
caption_1473,"The clarinetist and saxophonist Bob Wilber, left, in an undated photo with Sidney Bechet, his mentor and biggest influence. &ldquo;I modeled myself after Bechet,&rdquo; he once said. &ldquo;He was very complimented by this because he felt time was passing him by.&rdquo;",Music
caption_1474,The CityWay project in Indianapolis creates an urban environment next to Lilly's headquarters.,Real Estate
caption_14752,Capitol Park in downtown Sacramento.,Travel
caption_14759,Adobe architecture dominates downtown Santa Fe and its environs.,Travel
caption_1476,A swimmer at sunset at Ala Moana Beach in Honolulu.,Travel
caption_14774,"The baritone Christian Gerhaher, left, and his musical partner of 30 years, the pianist Gerold Huber, in Munich.",Music
caption_14786,"The rapper Pop Smoke, 20, released his first album last year, and had collaborated with Nicki Minaj, Travis Scott, Quavo and others.",Music
caption_14801,"Esa-Pekka Salonen concluded his stint as the New York Philharmonic's composer in residence with an interdisciplinary program that included his work ""Foreign Bodies,"" featuring a live video installation by Tal Rosner.",Music
caption_14803,Charles Dutoit leading the Philadelphia Orchestra in 2012.,Music
caption_14805,The Duchess of Sussex.,Travel
caption_14813,A view of London and the River Thames from the London Eye ferris wheel.,Travel
caption_14815,"Ginger Baker, center, with Jack Bruce, left, and Eric Clapton in 1967 when their band, Cream, was leaving London for a trip to Los Angeles. Neil Peart, the drummer with the band Rush, said Mr. Baker's playing was ""extrovert, primal and inventive.""",Music
caption_14818,"The conductor Charles Dutoit in 2017. The Boston Symphony announced today that its investigators had determined accusations that he had sexually assaulted females coworkers were ""credible.""",Music
caption_14821,Mady Mespl&eacute; at a recording session in 1965. She was most closely associated with the music of her native France.,Music
caption_14822,"A scene from the Bayreuth Festival's new production of Wagner's ""Lohengrin.""",Music
caption_14827,Snow was being cleared at Kennedy Airport in Queens on Sunday.,Travel
caption_14836,"Whitney Houston, who died in 2012, was the only woman voted into the Rock & Roll Hall of Fame this year.",Music
caption_14849,Goat's foot morning glories on Little Shell Beach.,Travel
caption_14857,Fun for all ages. Truly.,Travel
caption_14859,"A field in Chenoa, in central Illinois.",Travel
caption_14868,Music stars posted black squares on their Instagram accounts as part of #blackouttuesday.,Music
caption_14871,Thierry W. Despont uses a prototype of the apartment to help craft the interiors.,Real Estate
caption_14886,A five-story walk-up at 342 Manhattan Avenue in Central Harlem sold for $5 million.,Real Estate
caption_14887,The 44-year-old Boca West Country Club is getting a $50 million overhaul.,Real Estate
caption_14893,"Vittorio Grigolo, one of opera's star tenors, was dismissed by the Metropolitan Opera on Thursday after being fired by the Royal Opera in London.",Music
caption_14900,"The Generator hostel in Venice, one of 10 European hostels run by the London-based Generator.",Travel
caption_14901,"THE RENTER Conrad Ricamora and his French bulldog, Wilbur, in their new apartment.",Real Estate
caption_14920,"Candy Pilar Godoy, who works with photographers, writes about her travels with her two dogs, Boogie, a pug, left, and Marcelo, a Chihuahua.",Real Estate
caption_14936,"Tosca (Sonya Yoncheva) stabbing the villainous Scarpia (Zeljko Lucic) in the new production of Puccini's ""Tosca"" at the Metropolitan Opera.",Music
caption_14944,Josh Collins and Katara outside their new apartment in the East Village.,Real Estate
caption_14946,"The old Town Hall in Stamford, Conn. has been renovated and will become a home for aspiring entrepreneurs.",Real Estate
caption_14949,Polar Bear's Club in the Laurentian Mountains is the place for a post-slope unwind once night falls.,Travel
caption_14954,Ben Cohen in the East Village apartment he shares with two roommates; the landlord cut their monthly rent by $400.,Real Estate
caption_14955,"Jeff Tweedy's latest video guest stars the mouths of Jon Hamm, Norah Jones and Elvis Costello.",Music
caption_14964,"Stephen Gould, left, as the title character in Wagner's ""Tannhäuser,"" with Elena Zhidkova and Manni Laudenbach in a new production at the Bayreuth Festival.",Music
caption_14966,The Cook County Medical Examiner's Office determined that Juice WRLD died as a result of oxycodone and codeine toxicity.,Music
caption_14969,"The Moxy Vienna, located just outside Vienna International Airport, is one of a new breed of airport hotels using modern design and luxury amenities to be more than just places to sleep.",Travel
caption_14974,The Brooklyn writer Nicole Dennis-Benn in her native Jamaica. Her debut novel explores class and race in her homeland.,Travel
caption_14980,Mirga Grazinyte-Tyla led the Metropolitan Opera Orchestra at Carnegie Hall on Friday.,Music
caption_14981,The Gyre Center.,Travel
caption_14991,"""I would say that the block is as transformed as any block in New York City,"" said Daniel E. Straus, who bought the buildings from the Whitney.",Real Estate
caption_15002,The author on the slopes of Snowmass in the Colorado Rockies.,Travel
caption_15007,"The Metropolitan Opera's new production is its first ""Porgy and Bess"" since it introduced seatback Met Titles in 1995.",Music
caption_15017,The Columbia River Gorge.,Travel
caption_1502,"The Pierre hotel, steps from Central Park, underwent a $100 million renovation that was completed in 2009. A full-floor apartment on the 29th floor of the co-op tower recently sold for $22.9 million.",Real Estate
caption_15024,"Instead of choosing a single musical path for her first international release, Nathy Peluso chose a dozen at once.",Music
caption_15029,<strong>THE BUYER</strong> Gian Pangilinan in his one-bedroom on Third Avenue in the 60s.,Real Estate
caption_15031,"Andras Schiff, 64, offered an amazing feat of physical stamina and mental concentration at Carnegie Hall.",Music
caption_15035,"Yannick Nézet-Séguin, left, with Jaap van Zweden at Lincoln Ristorante.",Music
caption_15044,"Ariana Grande's second week at No. 1, Billboard said, was the first time that a solo female artist has had more than one week at the spot since Taylor Swift's ""Reputation"" in 2017.",Music
caption_1505,"Berns, an entertainment complex and hotel.",Travel
caption_15051,John Zorn speaks to the audience during a concert of his works on Friday at National Sawdust in Brooklyn.,Music
caption_15059,"Elaine Kuok and David Roberts return from grocery shopping in their Chelsea neighborhood, where they are staying at a short-term rental secured through Airbnb.",Real Estate
caption_15062,The solar-heated pool is surrounded by a bluestone deck. The backyard also has a tennis court and an orchard.,Real Estate
caption_15074,"Logic's ""Bobby Tarantino II"" debuted at No. 1. A week later, XXXTentacion's latest album hit the chart.",Music
caption_15076,"The F.B.I.'s headquarters, the J. Edgar Hoover building in Washington. Several builders have bid to replace it with a new, much larger headquarters elsewhere in exchange for the Hoover site.",Real Estate
caption_15080,"Top, a 3,300-square-foot home in Sag Harbor, N.Y., was originally listed for $1.825 million, but with the market softening, David and Sindhu Nordquist were able to buy it for $1.35 million.",Real Estate
caption_15085,"Because it is so big, and so frequently used, a sofa is not the place to experiment with trendy designs, advised Estee Stanley, an interior designer whose clients include Ellen Pompeo and Justin Timberlake. (The Moet White Tufted Sofa, a classic piece, is $1,999 at CB2.)",Real Estate
caption_15089,A work by the artist Ozon in Rotterdam.,Travel
caption_15095,The Brandenburg Gate in Berlin.,Travel
caption_15103,"Dyana Aljizawi, 20, photographs food she has prepared for a Syria Supper Club gathering in Maplewood, N.J.",Real Estate
caption_15105,"7-9 West Eighth Street, between Fifth Avenue and Avenue of the Americas.",Real Estate
caption_15106,Cardi B's Instagram feed recently filled with short videos focusing on Nicki Minaj.,Music
caption_15109,The vocalist Jazzmeia Horn performed one of the most startling sets at the NYC Winter Jazzfest Marathon.,Music
caption_15110,"March 11 was the opening day of the Edge at Hudson Yards, the highest sky deck in the Western Hemisphere. It closed two days later because of the pandemic.",Real Estate
caption_1513,The Vienna Boys Choir rehearsing at Carnegie Hall. Questions have been raised about why Vienna and other boys&rsquo; choirs don&rsquo;t admit girls.,Music
caption_15131,"The violinist Julia Fischer, center, as the soloist in Mendelssohn&rsquo;s Violin Concerto with the New York Philharmonic, led by Philippe Jordan.",Music
caption_15134,"Elizabeth Rowe, right, during a concert in New York in 2015.",Music
caption_15146,"The Alhambra in Granada, Spain.",Travel
caption_15148,"The producer Benny Blanco unites Juice WRLD and the Panic! at the Disco frontman Brendon Urie on his new song, ""Roses.""",Music
caption_15154,A black rhinoceros.,Travel
caption_15155,"Theresa Alexander, Evangelia Pappas, Posey Bartol and Bijou the cat fled their apartment after getting bedbugs, but they found a much larger place nearby &mdash; with outdoor space &mdash; for the same price.",Real Estate
caption_15159,Buddy Greco performing in 1966.,Music
caption_15171,Borns will be at Terminal 5 on Friday.,Music
caption_15177,"Zsolt Haja, left, and Lajos Geiger holding a sword during a rehearsal of ""Bank Ban"" at the Erkel Theater in Budapest. It's one of the works the Hungarian State Opera is bringing on tour to New York.",Music
caption_15180,"A four-bedroom midcentury modern in Encino, Calif., is on the market for $1,549,000.",Real Estate
caption_1519,"After you book a virtual tasting at Far Niente, an ambassador will reach out to devise shelter-in-place-friendly food pairings.",Travel
caption_15194,"One of the craft cocktail Jell-O shots at Henrietta Red, a new restaurant in the Germantown neighborhood of Nashville.",Travel
caption_15196,"The Montville home of a ""Real Housewives"" star.",Real Estate
caption_15197,"KEEPING DRY  In Bound Brook, a system of levees, along with flood walls and bridge alterations, is helping to curtail flooding.",Real Estate
caption_15199,The home's dock marks the finish line of the Chester Yacht Club's annual sailing regatta on Mahone Bay.,Real Estate
caption_1520,"Miche Griffin in her new East Village apartment with her dog, Sacha.",Real Estate
caption_15207,"Julien J. Studley, a real estate broker, in his Manhattan office in 1999.",Real Estate
caption_15208,"Eleanor Friedberger, whose new album is called ""Rebound,"" will perform at Bowery Ballroom on Tuesday night.",Music
caption_15209,Uniworld offers a Rhine-Main Discovery trip with a Jewish heritage theme.,Travel
caption_15211,The mezzo-soprano Susan Graham appeared at Alice Tully Hall on Tuesday with the pianist Malcolm Martineau.,Music
caption_15218,"Ashlee Simpson released three albums between 2004 and 2008, and was the star of her own MTV reality show.",Music
caption_15219,Much of the concert-going public doesn&rsquo;t know the music of Heinrich Sch&uuml;tz (1585-1672).,Music
caption_15222,"The trailblazing funk singer, bandleader and producer Betty Davis dropped out of public for decades. A new documentary, ""Betty: They Say I'm Different,"" tells her story.",Music
caption_15224,"Jay-Z and Beyonc&eacute; are currently on a joint stadium tour, &ldquo;On the Run II.&rdquo; They released their long-rumored collaborative album, &ldquo;Everything Is Love,&rdquo; Saturday evening.",Music
caption_15229,A 10-year lease is available for a retail condominium at 103 Norfolk Street on Manhattan&rsquo;s Lower East Side.,Real Estate
caption_15244,"David Behrman, a founding member of the experimental music collective Sonic Arts Union, performs his &ldquo;Runthrough&rdquo; at Issue Project Room as part of a series of concerts devoted to the union.",Music
caption_15247,"""At the time I hadn't seen so many on the world stage like me,"" the South African soprano Pretty Yende says of her early career.",Music
caption_15249,The conductor Louis Langr&eacute;e in his New York Philharmonic debut on Thursday.,Music
caption_15267,Hunters Point South Park in Queens.,Travel
caption_15269,"Bad Bunny emerged in a reflective lavender trench coat, with pointy fingernails matching his bright-yellow hair.",Music
caption_15275,Thomas Adès will conduct the Tanglewood Music Center Orchestra for the Festival of Contemporary Music's main event on Monday.,Music
caption_15276,"Part of the third floor of 411 Fifth Avenue (at 37th Street) has been leased by Melissa and Doug L.L.C., a toy company.",Real Estate
caption_15277,"In 2017, Marlo signed to Quality Control Music, the Atlanta label that minted stars like Migos, Lil Yachty, and his friend and collaborator Lil Baby.",Music
caption_15287,"Cantata Profana performing Salvatore Sciarrino's ""Infinito Nero."" (From left) Daniel Schlosberg, Julia Glenn, Carrie Frey, Hannah Collins, Alice Teyssier, Jacob Ashworth, Arthur Sato, Doug Perry and Jessica Han.",Music
caption_15293,"Anna and Nancy head back to the Disney Magic after an afternoon in Nassau, the Bahamas.",Travel
caption_15302,"<strong>THE RENTERS</strong> Andrew and Ashley Greenspan in their new place in Long Island City, Queens. While Mr. Greenspan is in charge of the laundry, both appreciate having a washer-dryer in their new three-bedroom apartment.",Real Estate
caption_15303,Robert Glasper is just the fourth musician to do a full month at the Blue Note.,Music
caption_15308,"The creators of &ldquo;Place&rdquo; &mdash; the director Patricia McGregor, the composer Ted Hearne and the poet Saul Williams &mdash; walking in the Fort Greene neighborhood of Brooklyn.",Music
caption_15317,Jada Yuan packing in her Brooklyn apartment before heading off on her yearlong trip.,Travel
caption_15324,"Two-seaters, settees or love seats — whatever you call them, they can help apartment-dwellers free up a little space.",Real Estate
caption_15329,"Oil pump jacks like these near Tioga, N.D., are a familiar presence.",Travel
caption_15344,A scene from New York City Opera&rsquo;s production of &ldquo;Candide&rdquo; in 2017. The company&rsquo;s future is in jeopardy after the departure of its board chairman.,Music
caption_15357,"Drake revisits his past at a moment of personal upheaval on his double album, ""Scorpion.""",Music
caption_15365,"A 10,500-foot penthouse at Echo Brickell would set a record for the downtown Miami neighborhood if it gets its $37 million asking price.",Real Estate
caption_15367,The Louisiana rapper YoungBoy Never Broke Again has a gift for selling feeling.,Music
caption_1537,Strolling along the banks of the Rhine in Basel.,Travel
caption_15373,231 West 39th Street,Real Estate
caption_15378,Anna Caterina Antonacci with the pianist Donald Sulzen at her Zankel Hall recital.,Music
caption_15385,A balcony off a loft room is afforded privacy by the copper chevron screen on the exterior of the building.,Travel
caption_15393,"President George Bush and his campaign manager, Lee Atwater, onstage at the 1989 inauguration concert that featured a host of blues and soul stars.",Music
caption_15396,A five-bedroom waterfront estate on Vancouver Island is on the market for about $4.4 million.,Real Estate
caption_15403,James Niehues.,Travel
caption_15405,"Abbey Simon, who began appearing on concert stages around the world in the early 1940s, was often called a pianist&rsquo;s pianist.",Music
caption_15412,An Alitalia plane at Fiumicino Airport in Rome.,Travel
caption_15414,The blue hills of Morvan around the Burgundy town of Autun.,Travel
caption_15415,"At Fort Hood in Texas, an Army hotel privatization program involving two companies converted former barracks into a Holiday Inn Express.",Real Estate
caption_15417,The artist Ara Starck beneath her canopy on 41 Park Avenue.,Real Estate
caption_15421,The 56-unit Jackson will be on the site of a former parking lot and garage at 1333 Jackson Avenue. Sales are set to start in March.,Real Estate
caption_15433,Mr. Harbert,Real Estate
caption_15438,"&ldquo;Honor Wakanda&rsquo;s lineage with a breathtaking view of one of the nation&rsquo;s awe-inspiring monuments to the ancestors! Each panther is crafted with the finest of natural elements found right within Wakandan soil. Lights are embedded as glowing eyes, meant to symbolize the ancestors watching over their descendants. The monuments inspire much folklore, some even saying they move at night or let out low roars as an omen.&rdquo;",Travel
caption_15443,"The Southern Kentucky Performing Arts Center, known locally as SKyPAC, is part of an office and entertainment district in central Bowling Green.",Real Estate
caption_15447,"The Buyer
Jackie Goldstein is furnishing her place out of antiques stores and thrift shops.",Real Estate
caption_15449,Victorian houses adorned with scrollwork are a common sight in the area.,Real Estate
caption_1545,"Barbara Fisher and Jack Resnick retreat to Brighton Beach, his boyhood haunt, when they need to get away from their home on the Upper West Side.",Real Estate
caption_15460,"THE BUYER After a long search, Renee Nelson came around to the idea of buying a fixer-upper.",Real Estate
caption_15461,"Turtle Inn, owned by Francis Ford Coppola, in Placencia, Beliza.",Travel
caption_15463,A residential complex referred to as the Village and a new city park are under construction next to the Santa Monica City Hall and Civic Center.,Real Estate
caption_15465,"THE BUYERS Amy Ferguson and Matt Land with their new light walls in Prospect Heights, Brooklyn.",Real Estate
caption_15466,The Nobis Hotel Copenhagen.,Travel
caption_15468,"Matthew and Nicole Ammirati bought and restored a 1980 house designed by the architect Norman Jaffe in Water Mill, N.Y.",Real Estate
caption_15476,The trumpeter Christian Scott aTunde Adjuah&rsquo;s new album is &ldquo;Ancestral Recall.&rdquo;,Music
caption_15482,"At times rigorous, at others relaxing, the cruise, run by Katerre Expeditions, showcased the complexity of both natural and human existence on the river and in the rain forest.",Travel
caption_15491,"The courtyard at the Muhammad Ali mosque in Cairo, which, while not the oldest or most historically important mosque in the city (it&rsquo;s not even 200 years old), is still worth a visit.",Travel
caption_15494,"A hotel, right, and a transit center make up part of the new development in Kent, Ohio, home of Kent State University.",Real Estate
caption_15500,"Downtown Burbank, a shopping, dining and entertainment cluster with free parking, sits just off Interstate-5 in the city's center.",Real Estate
caption_15501,Madison Keys.,Travel
caption_15502,Lizzo,Music
caption_15504,"From top right: A new nightclub called Lazy Shack in Sector 26, Chandigarh; taking selfies in front of a waterfall in Nek Chand's Rock Garden; sculptures in Nek Chand's Rock Garden; Punjab and Haryana High Court at Chandigarh's Capital Complex, designed by Le Corbusier.",Travel
caption_15506,"AAA is predicting that overall Memorial Day traffic will increase by 4.7 percent, hitting a ten-year high this year.",Travel
caption_15516,Jane Birkin,Music
caption_15523,"A winery in Mendoza, in the heart of Argentina's wine country.",Travel
caption_15526,"Wendy Fitzwilliam, who was Miss Universe in 1998, in a feathered costume for carnival in Port of Spain, Trinidad, in February 2013.",Travel
caption_15533,"The Nashville Marriott at Vanderbilt University. The holiday season, in general, warrants extra tips for hospitality workers.",Travel
caption_15536,"Empty lots along the oceanfront in Mantoloking, N.J.",Real Estate
caption_15553,"Kenneth Atkins is one of the Compton Cowboys, a group of 10 childhood friends in Compton who raise horses. He is among the many people who define Los Angeles.",Travel
caption_15558,"A bald eagle at ""Raptor Alley"" near the refuge.",Travel
caption_15564,"Donny Hathaway died in 1979 after a fall from a hotel room window. On Wednesday, his daughter Lalah will honor him with a concert of his music.",Music
caption_15565,"A rendering of Caroline Bay, a development on Bermuda's west end.",Travel
caption_15571,"The violinist Hilary Hahn has come back to Bach for her latest album, two decades after she made her recording debut with his solo works.",Music
caption_15573,The drummer Joe Russo leads a Grateful Dead tribute band that energetically revisits the band's catalog in inventive ways.,Music
caption_1558,"R. Kelly entering a Chicago courthouse last month. Someone who refused to testify against him at his 2008 child pornography trial is now cooperating with the authorities, her lawyer said on Tuesday.",Music
caption_15584,"Many airlines, including American Airlines, are shifting much of their customer service operations from telephone representatives to social media teams.",Travel
caption_15592,"James Van Fleet, chief meteorologist for Royal Caribbean Cruises, tracks the weather around the world for dozens of ships.",Travel
caption_15593,"Peggy Moriarty, preparing for an open house at a Huntington Bay home, says that each area has its own selling patterns.",Real Estate
caption_15596,"Jennifer Lopez's status as a triple threat feels so inevitable that it can be easy to forget what she risked in 1999 when she released her debut album, ""On the 6.""",Music
caption_15608,The hotel's hard-to-book Dirty French dining room (guests are given priority).,Travel
caption_15609,"Andrew Bahr, who lives in Jackson Heights, Queens, was priced out of homeownership in New York. Instead, he bought a house in Atlanta.",Real Estate
caption_15612,The one-lane covered Bull's Bridge crosses the Housatonic River between New York and Kent.,Real Estate
caption_15615,"Post Malone&rsquo;s second album, &ldquo;Beerbongs &amp; Bentleys,&rdquo; debuted at No. 1 with 431 million first-week streams.",Music
caption_15637,"Grand Prismatic, the largest hot spring in Yellowstone National Park, a Unesco World Heritage site.",Travel
caption_15643,The tennis player Andy Murray waves to fans after his second-round exit at this year&rsquo;s U.S. Open.,Travel
caption_15649,An à la carte meal designed by the chef Jean Imbert for Air France.,Travel
caption_1565,"Hmm, beach or pool? A man studies photos of available houses in a window on Main Street in Montauk. Real estate agents say it's a renter's market throughout the Hamptons.",Real Estate
caption_15654,"Green Bench's beef brisket with caramelized onions, grated celeriac and cheese.",Travel
caption_15691,"Alex Spiro, a lawyer representing Jay-Z, leaving court on Tuesday in Manhattan.",Music
caption_15706,Lil Wayne faces up to 10 years in prison after pleading guilty to a gun charge.,Music
caption_15708,A sculpture by Alex Jones.,Travel
caption_15711,"The Edgewater, which dates back to the 1940s, has been given an extensive renovation.",Travel
caption_15717,Inside the Porsche Museum.,Travel
caption_15718,Horses on a ranch at the base of Arenal volcano in Costa Rica.,Travel
caption_1572,"Alan B. Mitchell, a resident and former board president of 47 East 88th Street, says replacing the previous storefronts with higher-paying retail tenants like Armani Junior has helped to keep down maintenance costs for residents.",Real Estate
caption_15721,"The Hill House in Helensburgh, Scotland.",Travel
caption_15731,"From left: Isaiah Barr, Mike Swoop and Austin Williamson of Onyx Collective. The group of New York performers is working to build a community of like-minded artists steeped in jazz and beyond.",Music
caption_15732,A room at Black Ivy in Edinburgh.,Travel
caption_15735,A countdown clock for the 2018 World Cup was revealed in Moscow on March 5.,Travel
caption_15740,"Samuel Boden, Ocean Barrington-Cook and Barbara Hannigan are members of an unhappy royal family in the new opera &ldquo;Lessons in Love and Violence.&rdquo;",Music
caption_15742,A house on Indian Creek recently sold for $47 million.,Real Estate
caption_15745,"NECKLACE:  It's not at all unusual in Throgs Neck for a property to have water views, as with this house facing the Throgs Neck Bridge. As one resident put it, ""You feel blessed when everything is at your reach.""",Real Estate
caption_15746,A marine iguana.,Travel
caption_15753,Aspens in autumn in the Colorado high country.,Travel
caption_15755,"Bob Biggs, the founder of Slash Records, in 2003. &ldquo;Bob wasn&rsquo;t a music geek,&rdquo; John Doe of the band X said. &ldquo;But he wanted to affect the culture through art.&rdquo;",Music
caption_15766,Emily King will be at the Apollo Theater on Nov. 15 at 8 p.m.,Music
caption_15770,"The first phase of the project will include 556 mixed-income units, a movie theater, a bowling alley and a museum.",Real Estate
caption_15772,"&ldquo;For me it&rsquo;s very important to keep learning from my own roots,&rdquo; said the 30-year-old singer and songwriter iLe.",Music
caption_15778,"Gustavo Dudamel and the Los Angeles Philharmonic will open Carnegie Hall's season, the orchestra's first appearance at the hall in 30 years.",Music
caption_15783,"Ellis Marsalis with three of his sons, Delfeayo, left, Branford and Wynton, in 2011.",Music
