Starting Cosine-based Knowledge Transfer...
Successfully applied backbone weights for Image task.
Task 0 | Backbone 9 | Epoch 1/20 | Loss: 36.2878 | Accuracy: 0.9480
Task 2 | Backbone 8 | Epoch 10/20 | Loss: 22.2682 | Accuracy: 0.9722
Task 2 | Backbone 8 | Epoch 11/20 | Loss: 21.7812 | Accuracy: 0.9732
Task 2 | Backbone 8 | Epoch 12/20 | Loss: 21.5166 | Accuracy: 0.9730
Task 2 | Backbone 8 | Epoch 13/20 | Loss: 21.0922 | Accuracy: 0.9741
Task 2 | Backbone 8 | Epoch 14/20 | Loss: 20.9053 | Accuracy: 0.9739
Task 2 | Backbone 8 | Epoch 15/20 | Loss: 20.5147 | Accuracy: 0.9751
Task 2 | Backbone 8 | Epoch 16/20 | Loss: 20.1923 | Accuracy: 0.9761
Task 2 | Backbone 8 | Epoch 17/20 | Loss: 20.0421 | Accuracy: 0.9756
Task 2 | Backbone 8 | Epoch 18/20 | Loss: 19.9158 | Accuracy: 0.9767
Task 2 | Backbone 8 | Epoch 19/20 | Loss: 19.5484 | Accuracy: 0.9770
Task 2 | Backbone 8 | Epoch 20/20 | Loss: 19.3989 | Accuracy: 0.9770
Successfully applied backbone weights for Image task.
Task 3 | Backbone 10 | Epoch 1/20 | Loss: 34.7150 | Accuracy: 0.9601
Task 3 | Backbone 10 | Epoch 2/20 | Loss: 28.2427 | Accuracy: 0.9660
Task 3 | Backbone 10 | Epoch 3/20 | Loss: 25.3204 | Accuracy: 0.9695
Task 3 | Backbone 10 | Epoch 4/20 | Loss: 22.6216 | Accuracy: 0.9735
Task 3 | Backbone 10 | Epoch 5/20 | Loss: 21.1864 | Accuracy: 0.9765
Task 3 | Backbone 10 | Epoch 6/20 | Loss: 20.0804 | Accuracy: 0.9777
Task 3 | Backbone 10 | Epoch 7/20 | Loss: 19.1500 | Accuracy: 0.9795
Task 3 | Backbone 10 | Epoch 8/20 | Loss: 18.5151 | Accuracy: 0.9801
Task 3 | Backbone 10 | Epoch 9/20 | Loss: 18.1229 | Accuracy: 0.9808
Task 3 | Backbone 10 | Epoch 10/20 | Loss: 17.7149 | Accuracy: 0.9812
Task 3 | Backbone 10 | Epoch 11/20 | Loss: 17.3603 | Accuracy: 0.9814
Task 3 | Backbone 10 | Epoch 12/20 | Loss: 17.0388 | Accuracy: 0.9812
Task 3 | Backbone 10 | Epoch 13/20 | Loss: 17.1099 | Accuracy: 0.9821
Task 3 | Backbone 10 | Epoch 14/20 | Loss: 16.4173 | Accuracy: 0.9826
Task 3 | Backbone 10 | Epoch 15/20 | Loss: 16.1566 | Accuracy: 0.9826
Task 3 | Backbone 10 | Epoch 16/20 | Loss: 15.8437 | Accuracy: 0.9833
Task 3 | Backbone 10 | Epoch 17/20 | Loss: 15.5675 | Accuracy: 0.9842
Task 3 | Backbone 10 | Epoch 18/20 | Loss: 15.3508 | Accuracy: 0.9843
Task 3 | Backbone 10 | Epoch 19/20 | Loss: 15.1264 | Accuracy: 0.9849
Task 3 | Backbone 10 | Epoch 20/20 | Loss: 15.0600 | Accuracy: 0.9849
Successfully applied backbone weights for Image task.
Task 4 | Backbone 10 | Epoch 1/20 | Loss: 33.7225 | Accuracy: 0.9535
Task 4 | Backbone 10 | Epoch 2/20 | Loss: 30.5870 | Accuracy: 0.9589
Task 4 | Backbone 10 | Epoch 3/20 | Loss: 28.7398 | Accuracy: 0.9627
Task 4 | Backbone 10 | Epoch 4/20 | Loss: 27.2574 | Accuracy: 0.9652
Task 4 | Backbone 10 | Epoch 5/20 | Loss: 25.7239 | Accuracy: 0.9666
Task 4 | Backbone 10 | Epoch 6/20 | Loss: 24.7866 | Accuracy: 0.9671
Task 4 | Backbone 10 | Epoch 7/20 | Loss: 23.7678 | Accuracy: 0.9689
Task 4 | Backbone 10 | Epoch 8/20 | Loss: 23.1192 | Accuracy: 0.9706
Task 4 | Backbone 10 | Epoch 9/20 | Loss: 22.4176 | Accuracy: 0.9717
Task 4 | Backbone 10 | Epoch 10/20 | Loss: 21.9043 | Accuracy: 0.9727
Task 4 | Backbone 10 | Epoch 11/20 | Loss: 21.4436 | Accuracy: 0.9738
Task 4 | Backbone 10 | Epoch 12/20 | Loss: 20.8434 | Accuracy: 0.9753
Task 4 | Backbone 10 | Epoch 13/20 | Loss: 20.4635 | Accuracy: 0.9759
Task 4 | Backbone 10 | Epoch 14/20 | Loss: 20.1309 | Accuracy: 0.9762
Task 4 | Backbone 10 | Epoch 15/20 | Loss: 20.0380 | Accuracy: 0.9771
Task 4 | Backbone 10 | Epoch 16/20 | Loss: 19.6567 | Accuracy: 0.9776
Task 4 | Backbone 10 | Epoch 17/20 | Loss: 19.3013 | Accuracy: 0.9776
Task 4 | Backbone 10 | Epoch 18/20 | Loss: 19.1082 | Accuracy: 0.9778
Task 4 | Backbone 10 | Epoch 19/20 | Loss: 18.8901 | Accuracy: 0.9783
Task 4 | Backbone 10 | Epoch 20/20 | Loss: 18.6679 | Accuracy: 0.9781
Successfully applied backbone weights for Text task.
Task 5 | Backbone 4 | Epoch 1/20 | Loss: 433.3898 | Accuracy: 0.3071
Task 5 | Backbone 4 | Epoch 2/20 | Loss: 213.7902 | Accuracy: 0.3862
Task 5 | Backbone 4 | Epoch 3/20 | Loss: 189.9255 | Accuracy: 0.4680
Task 5 | Backbone 4 | Epoch 4/20 | Loss: 184.5793 | Accuracy: 0.4691
Task 5 | Backbone 4 | Epoch 5/20 | Loss: 182.0094 | Accuracy: 0.4645
Task 5 | Backbone 4 | Epoch 6/20 | Loss: 179.8547 | Accuracy: 0.4722
Task 5 | Backbone 4 | Epoch 7/20 | Loss: 177.7299 | Accuracy: 0.4787
Task 5 | Backbone 4 | Epoch 8/20 | Loss: 175.5518 | Accuracy: 0.4842
Task 5 | Backbone 4 | Epoch 9/20 | Loss: 173.4378 | Accuracy: 0.4893
Task 5 | Backbone 4 | Epoch 10/20 | Loss: 171.4261 | Accuracy: 0.4953
Task 5 | Backbone 4 | Epoch 11/20 | Loss: 169.5282 | Accuracy: 0.5007
Task 5 | Backbone 4 | Epoch 12/20 | Loss: 167.8789 | Accuracy: 0.5107
Task 5 | Backbone 4 | Epoch 13/20 | Loss: 166.3399 | Accuracy: 0.5209
Task 5 | Backbone 4 | Epoch 14/20 | Loss: 164.8339 | Accuracy: 0.5327
Task 5 | Backbone 4 | Epoch 15/20 | Loss: 163.2899 | Accuracy: 0.5424
Task 5 | Backbone 4 | Epoch 16/20 | Loss: 161.8137 | Accuracy: 0.5518
Task 5 | Backbone 4 | Epoch 17/20 | Loss: 160.3361 | Accuracy: 0.5636
Task 5 | Backbone 4 | Epoch 18/20 | Loss: 158.9181 | Accuracy: 0.5716
Task 5 | Backbone 4 | Epoch 19/20 | Loss: 157.4850 | Accuracy: 0.5767
Task 5 | Backbone 4 | Epoch 20/20 | Loss: 156.1831 | Accuracy: 0.5842
Successfully applied backbone weights for Image task.
Task 6 | Backbone 10 | Epoch 1/20 | Loss: 204.4363 | Accuracy: 0.3196
Task 6 | Backbone 10 | Epoch 2/20 | Loss: 201.3820 | Accuracy: 0.3122
Task 6 | Backbone 10 | Epoch 3/20 | Loss: 201.3581 | Accuracy: 0.3239
Task 6 | Backbone 10 | Epoch 4/20 | Loss: 201.3099 | Accuracy: 0.3294
Task 6 | Backbone 10 | Epoch 5/20 | Loss: 201.2609 | Accuracy: 0.3105
Task 6 | Backbone 10 | Epoch 6/20 | Loss: 201.2439 | Accuracy: 0.3242
Task 6 | Backbone 10 | Epoch 7/20 | Loss: 201.2242 | Accuracy: 0.3176
Task 6 | Backbone 10 | Epoch 8/20 | Loss: 201.1208 | Accuracy: 0.3332
Task 6 | Backbone 10 | Epoch 9/20 | Loss: 201.0920 | Accuracy: 0.3385
Task 6 | Backbone 10 | Epoch 10/20 | Loss: 201.0945 | Accuracy: 0.3397
Task 6 | Backbone 10 | Epoch 11/20 | Loss: 201.0508 | Accuracy: 0.3417
Task 6 | Backbone 10 | Epoch 12/20 | Loss: 200.8122 | Accuracy: 0.3647
Task 6 | Backbone 10 | Epoch 13/20 | Loss: 199.5899 | Accuracy: 0.3761
Task 6 | Backbone 10 | Epoch 14/20 | Loss: 195.2210 | Accuracy: 0.4064
Task 6 | Backbone 10 | Epoch 15/20 | Loss: 194.1296 | Accuracy: 0.4080
Task 6 | Backbone 10 | Epoch 16/20 | Loss: 193.7113 | Accuracy: 0.4069
Task 6 | Backbone 10 | Epoch 17/20 | Loss: 193.1813 | Accuracy: 0.4117
Task 6 | Backbone 10 | Epoch 18/20 | Loss: 192.7270 | Accuracy: 0.4273
Task 6 | Backbone 10 | Epoch 19/20 | Loss: 192.3363 | Accuracy: 0.4340
Task 6 | Backbone 10 | Epoch 20/20 | Loss: 191.8262 | Accuracy: 0.4299
Successfully applied backbone weights for Image task.
Task 7 | Backbone 11 | Epoch 1/20 | Loss: 196.8612 | Accuracy: 0.4058
Task 7 | Backbone 11 | Epoch 2/20 | Loss: 183.6554 | Accuracy: 0.4644
Task 7 | Backbone 11 | Epoch 3/20 | Loss: 183.5730 | Accuracy: 0.4545
Task 7 | Backbone 11 | Epoch 4/20 | Loss: 178.3564 | Accuracy: 0.4806
Task 7 | Backbone 11 | Epoch 5/20 | Loss: 178.9255 | Accuracy: 0.4842
Task 7 | Backbone 11 | Epoch 6/20 | Loss: 180.5619 | Accuracy: 0.4664
Task 7 | Backbone 11 | Epoch 7/20 | Loss: 177.6705 | Accuracy: 0.4792
Task 7 | Backbone 11 | Epoch 8/20 | Loss: 178.0985 | Accuracy: 0.4814
Task 7 | Backbone 11 | Epoch 9/20 | Loss: 178.2224 | Accuracy: 0.4742
Task 7 | Backbone 11 | Epoch 10/20 | Loss: 177.4997 | Accuracy: 0.4837
Task 7 | Backbone 11 | Epoch 11/20 | Loss: 176.8374 | Accuracy: 0.4859
Task 7 | Backbone 11 | Epoch 12/20 | Loss: 177.3562 | Accuracy: 0.4830
Task 7 | Backbone 11 | Epoch 13/20 | Loss: 177.4247 | Accuracy: 0.4839
Task 7 | Backbone 11 | Epoch 14/20 | Loss: 177.3778 | Accuracy: 0.4854
Task 7 | Backbone 11 | Epoch 15/20 | Loss: 176.7802 | Accuracy: 0.4801
Task 7 | Backbone 11 | Epoch 16/20 | Loss: 176.9175 | Accuracy: 0.4827
Task 7 | Backbone 11 | Epoch 17/20 | Loss: 176.9356 | Accuracy: 0.4887
Task 7 | Backbone 11 | Epoch 18/20 | Loss: 176.3848 | Accuracy: 0.4887
Task 7 | Backbone 11 | Epoch 19/20 | Loss: 177.1145 | Accuracy: 0.4866
Task 7 | Backbone 11 | Epoch 20/20 | Loss: 177.2397 | Accuracy: 0.4909
Successfully applied backbone weights for Image task.
Task 8 | Backbone 6 | Epoch 1/20 | Loss: 204.5000 | Accuracy: 0.3892
Task 8 | Backbone 6 | Epoch 2/20 | Loss: 195.1929 | Accuracy: 0.4227
Task 8 | Backbone 6 | Epoch 3/20 | Loss: 187.7233 | Accuracy: 0.4542
Task 8 | Backbone 6 | Epoch 4/20 | Loss: 186.3754 | Accuracy: 0.4578
Task 8 | Backbone 6 | Epoch 5/20 | Loss: 185.7700 | Accuracy: 0.4587
Task 8 | Backbone 6 | Epoch 6/20 | Loss: 185.7379 | Accuracy: 0.4633
Task 8 | Backbone 6 | Epoch 7/20 | Loss: 185.3232 | Accuracy: 0.4646
Task 8 | Backbone 6 | Epoch 8/20 | Loss: 184.7565 | Accuracy: 0.4627
Task 8 | Backbone 6 | Epoch 9/20 | Loss: 184.6802 | Accuracy: 0.4635
Task 8 | Backbone 6 | Epoch 10/20 | Loss: 184.5541 | Accuracy: 0.4684
Task 8 | Backbone 6 | Epoch 11/20 | Loss: 184.7019 | Accuracy: 0.4659
Task 8 | Backbone 6 | Epoch 12/20 | Loss: 184.4373 | Accuracy: 0.4661
Task 8 | Backbone 6 | Epoch 13/20 | Loss: 184.4713 | Accuracy: 0.4621
Task 8 | Backbone 6 | Epoch 14/20 | Loss: 184.4655 | Accuracy: 0.4630
Task 8 | Backbone 6 | Epoch 15/20 | Loss: 184.2730 | Accuracy: 0.4675
Task 8 | Backbone 6 | Epoch 16/20 | Loss: 184.0864 | Accuracy: 0.4675
Task 8 | Backbone 6 | Epoch 17/20 | Loss: 184.3789 | Accuracy: 0.4633
Task 8 | Backbone 6 | Epoch 18/20 | Loss: 184.1229 | Accuracy: 0.4760
Task 8 | Backbone 6 | Epoch 19/20 | Loss: 184.2191 | Accuracy: 0.4699
Task 8 | Backbone 6 | Epoch 20/20 | Loss: 184.1296 | Accuracy: 0.4623
Successfully applied backbone weights for Image task.
Task 9 | Backbone 10 | Epoch 1/20 | Loss: 200.8372 | Accuracy: 0.3213
Task 9 | Backbone 10 | Epoch 2/20 | Loss: 197.9242 | Accuracy: 0.3275
Task 9 | Backbone 10 | Epoch 3/20 | Loss: 198.0146 | Accuracy: 0.3152
Task 9 | Backbone 10 | Epoch 4/20 | Loss: 197.9598 | Accuracy: 0.3293
Task 9 | Backbone 10 | Epoch 5/20 | Loss: 197.9296 | Accuracy: 0.3261
Task 9 | Backbone 10 | Epoch 6/20 | Loss: 197.9459 | Accuracy: 0.3301
Task 9 | Backbone 10 | Epoch 7/20 | Loss: 197.9678 | Accuracy: 0.3275
Task 9 | Backbone 10 | Epoch 8/20 | Loss: 197.8638 | Accuracy: 0.3376
Task 9 | Backbone 10 | Epoch 9/20 | Loss: 197.9339 | Accuracy: 0.3221
Task 9 | Backbone 10 | Epoch 10/20 | Loss: 197.8343 | Accuracy: 0.3206
Task 9 | Backbone 10 | Epoch 11/20 | Loss: 197.8915 | Accuracy: 0.3368
Task 9 | Backbone 10 | Epoch 12/20 | Loss: 197.8295 | Accuracy: 0.3239
Task 9 | Backbone 10 | Epoch 13/20 | Loss: 197.7823 | Accuracy: 0.3319
Task 9 | Backbone 10 | Epoch 14/20 | Loss: 197.7721 | Accuracy: 0.3420
Task 9 | Backbone 10 | Epoch 15/20 | Loss: 197.8125 | Accuracy: 0.3336
Task 9 | Backbone 10 | Epoch 16/20 | Loss: 197.7550 | Accuracy: 0.3429
Task 9 | Backbone 10 | Epoch 17/20 | Loss: 197.7291 | Accuracy: 0.3435
Task 9 | Backbone 10 | Epoch 18/20 | Loss: 197.7199 | Accuracy: 0.3375
Task 9 | Backbone 10 | Epoch 19/20 | Loss: 197.5857 | Accuracy: 0.3545
Task 9 | Backbone 10 | Epoch 20/20 | Loss: 197.4174 | Accuracy: 0.3550
Successfully applied backbone weights for Image task.
Task 10 | Backbone 6 | Epoch 1/20 | Loss: 202.8266 | Accuracy: 0.3544
Task 10 | Backbone 6 | Epoch 2/20 | Loss: 195.8280 | Accuracy: 0.3651
Task 10 | Backbone 6 | Epoch 3/20 | Loss: 195.3938 | Accuracy: 0.3670
Task 10 | Backbone 6 | Epoch 4/20 | Loss: 194.8075 | Accuracy: 0.3744
Task 10 | Backbone 6 | Epoch 5/20 | Loss: 194.3626 | Accuracy: 0.3786
Task 10 | Backbone 6 | Epoch 6/20 | Loss: 194.4241 | Accuracy: 0.3833
Task 10 | Backbone 6 | Epoch 7/20 | Loss: 194.0092 | Accuracy: 0.3844
Task 10 | Backbone 6 | Epoch 8/20 | Loss: 193.5479 | Accuracy: 0.3887
Task 10 | Backbone 6 | Epoch 9/20 | Loss: 193.9057 | Accuracy: 0.3866
Task 10 | Backbone 6 | Epoch 10/20 | Loss: 193.5533 | Accuracy: 0.3924
Task 10 | Backbone 6 | Epoch 11/20 | Loss: 193.1108 | Accuracy: 0.3975
Task 10 | Backbone 6 | Epoch 12/20 | Loss: 193.1138 | Accuracy: 0.3901
Task 10 | Backbone 6 | Epoch 13/20 | Loss: 192.8011 | Accuracy: 0.3889
Task 10 | Backbone 6 | Epoch 14/20 | Loss: 192.8591 | Accuracy: 0.3842
Task 10 | Backbone 6 | Epoch 15/20 | Loss: 192.7485 | Accuracy: 0.3926
Task 10 | Backbone 6 | Epoch 16/20 | Loss: 192.6489 | Accuracy: 0.3887
Task 10 | Backbone 6 | Epoch 17/20 | Loss: 192.7036 | Accuracy: 0.3922
Task 10 | Backbone 6 | Epoch 18/20 | Loss: 192.3595 | Accuracy: 0.3994
Task 10 | Backbone 6 | Epoch 19/20 | Loss: 192.0794 | Accuracy: 0.3982
Task 10 | Backbone 6 | Epoch 20/20 | Loss: 191.8742 | Accuracy: 0.4026
Successfully applied backbone weights for Image task.
Task 11 | Backbone 10 | Epoch 1/20 | Loss: 191.2781 | Accuracy: 0.3536
Task 11 | Backbone 10 | Epoch 2/20 | Loss: 188.6491 | Accuracy: 0.3744
Task 11 | Backbone 10 | Epoch 3/20 | Loss: 188.4842 | Accuracy: 0.3707
Task 11 | Backbone 10 | Epoch 4/20 | Loss: 188.3577 | Accuracy: 0.3735
Task 11 | Backbone 10 | Epoch 5/20 | Loss: 188.1044 | Accuracy: 0.3673
Task 11 | Backbone 10 | Epoch 6/20 | Loss: 187.8011 | Accuracy: 0.3931
Task 11 | Backbone 10 | Epoch 7/20 | Loss: 186.8920 | Accuracy: 0.3940
Task 11 | Backbone 10 | Epoch 8/20 | Loss: 182.8280 | Accuracy: 0.4096
Task 11 | Backbone 10 | Epoch 9/20 | Loss: 179.9312 | Accuracy: 0.4356
Task 11 | Backbone 10 | Epoch 10/20 | Loss: 179.2168 | Accuracy: 0.4427
Task 11 | Backbone 10 | Epoch 11/20 | Loss: 178.5001 | Accuracy: 0.4489
Task 11 | Backbone 10 | Epoch 12/20 | Loss: 179.2273 | Accuracy: 0.4456
Task 11 | Backbone 10 | Epoch 13/20 | Loss: 178.1102 | Accuracy: 0.4500
Task 11 | Backbone 10 | Epoch 14/20 | Loss: 177.9139 | Accuracy: 0.4547
Task 11 | Backbone 10 | Epoch 15/20 | Loss: 177.7280 | Accuracy: 0.4495
Task 11 | Backbone 10 | Epoch 16/20 | Loss: 177.6033 | Accuracy: 0.4425
Task 11 | Backbone 10 | Epoch 17/20 | Loss: 177.4236 | Accuracy: 0.4515
Task 11 | Backbone 10 | Epoch 18/20 | Loss: 177.2486 | Accuracy: 0.4527
Task 11 | Backbone 10 | Epoch 19/20 | Loss: 177.4746 | Accuracy: 0.4476
Task 11 | Backbone 10 | Epoch 20/20 | Loss: 177.4129 | Accuracy: 0.4476
Evaluating Cosine-based Transfer results...
Task 0 (Text) | Test Loss: 0.0113, Test Accuracy: 0.9479
Task 1 (Text) | Test Loss: 0.0098, Test Accuracy: 0.9583
Task 2 (Text) | Test Loss: 0.0161, Test Accuracy: 0.9688
Task 3 (Text) | Test Loss: 0.0071, Test Accuracy: 0.9688
Task 4 (Text) | Test Loss: 0.0083, Test Accuracy: 0.9688
Task 5 (Text) | Test Loss: 0.0173, Test Accuracy: 0.6562
Task 6 (Image) | Test Loss: 0.0227, Test Accuracy: 0.6250
Task 7 (Image) | Test Loss: 0.0210, Test Accuracy: 0.5938
Task 8 (Image) | Test Loss: 0.0224, Test Accuracy: 0.4375
Task 9 (Image) | Test Loss: 0.0214, Test Accuracy: 0.4375
Task 10 (Image) | Test Loss: 0.0218, Test Accuracy: 0.6562
Task 11 (Image) | Test Loss: 0.0243, Test Accuracy: 0.3750
Evaluating Euclidean-based Transfer results...
Task 0 (Text) | Test Loss: 0.0116, Test Accuracy: 0.9479
Task 1 (Text) | Test Loss: 0.0105, Test Accuracy: 0.9583
Task 2 (Text) | Test Loss: 0.0163, Test Accuracy: 0.9688
Task 3 (Text) | Test Loss: 0.0074, Test Accuracy: 0.9688
Task 4 (Text) | Test Loss: 0.0082, Test Accuracy: 0.9688
Task 5 (Text) | Test Loss: 0.0181, Test Accuracy: 0.6250
Task 6 (Image) | Test Loss: 0.0224, Test Accuracy: 0.4375
Task 7 (Image) | Test Loss: 0.0211, Test Accuracy: 0.5625
Task 8 (Image) | Test Loss: 0.0222, Test Accuracy: 0.4688
Task 9 (Image) | Test Loss: 0.0243, Test Accuracy: 0.3438
Task 10 (Image) | Test Loss: 0.0220, Test Accuracy: 0.6875
Task 11 (Image) | Test Loss: 0.0242, Test Accuracy: 0.3125

===== Cosine-based Correct & Incorrect Predictions =====
✅ Task 0 Correct Predictions:
  - Sample 0: True Label=2, Predicted Label=2
  - Sample 1: True Label=1, Predicted Label=1
  - Sample 2: True Label=0, Predicted Label=0
  - Sample 3: True Label=1, Predicted Label=1
❌ Task 0 Incorrect Predictions:
  - Sample 25: True Label=2, Predicted Label=1
  - Sample 11: True Label=2, Predicted Label=1
  - Sample 19: True Label=0, Predicted Label=1
  - Sample 29: True Label=1, Predicted Label=0
------------------------------------------------------------
✅ Task 1 Correct Predictions:
  - Sample 0: True Label=2, Predicted Label=2
  - Sample 1: True Label=1, Predicted Label=1
  - Sample 2: True Label=1, Predicted Label=1
  - Sample 3: True Label=1, Predicted Label=1
❌ Task 1 Incorrect Predictions:
  - Sample 19: True Label=0, Predicted Label=2
  - Sample 7: True Label=1, Predicted Label=0
  - Sample 14: True Label=0, Predicted Label=1
  - Sample 22: True Label=2, Predicted Label=1
------------------------------------------------------------
✅ Task 2 Correct Predictions:
  - Sample 0: True Label=1, Predicted Label=1
  - Sample 1: True Label=0, Predicted Label=0
  - Sample 2: True Label=2, Predicted Label=2
  - Sample 3: True Label=2, Predicted Label=2
❌ Task 2 Incorrect Predictions:
  - Sample 18: True Label=2, Predicted Label=0
  - Sample 28: True Label=2, Predicted Label=0
  - Sample 10: True Label=1, Predicted Label=0
  - Sample 8: True Label=0, Predicted Label=1
------------------------------------------------------------
✅ Task 3 Correct Predictions:
  - Sample 0: True Label=2, Predicted Label=2
  - Sample 1: True Label=0, Predicted Label=0
  - Sample 2: True Label=0, Predicted Label=0
  - Sample 3: True Label=1, Predicted Label=1
❌ Task 3 Incorrect Predictions:
  - Sample 17: True Label=1, Predicted Label=0
  - Sample 22: True Label=0, Predicted Label=2
  - Sample 23: True Label=0, Predicted Label=1
  - Sample 0: True Label=1, Predicted Label=2
------------------------------------------------------------
✅ Task 4 Correct Predictions:
  - Sample 0: True Label=2, Predicted Label=2
  - Sample 1: True Label=2, Predicted Label=2
  - Sample 2: True Label=2, Predicted Label=2
  - Sample 3: True Label=2, Predicted Label=2
❌ Task 4 Incorrect Predictions:
  - Sample 22: True Label=0, Predicted Label=1
  - Sample 20: True Label=0, Predicted Label=2
  - Sample 23: True Label=2, Predicted Label=0
  - Sample 21: True Label=0, Predicted Label=2
------------------------------------------------------------
✅ Task 5 Correct Predictions:
  - Sample 1: True Label=1, Predicted Label=1
  - Sample 2: True Label=1, Predicted Label=1
  - Sample 3: True Label=1, Predicted Label=1
  - Sample 5: True Label=2, Predicted Label=2
❌ Task 5 Incorrect Predictions:
  - Sample 0: True Label=2, Predicted Label=1
  - Sample 4: True Label=1, Predicted Label=2
  - Sample 7: True Label=0, Predicted Label=2
  - Sample 10: True Label=1, Predicted Label=2
------------------------------------------------------------
✅ Task 6 Correct Predictions:
  - Sample 1: True Label=1, Predicted Label=1
  - Sample 2: True Label=2, Predicted Label=2
  - Sample 5: True Label=2, Predicted Label=2
  - Sample 6: True Label=2, Predicted Label=2
❌ Task 6 Incorrect Predictions:
  - Sample 0: True Label=2, Predicted Label=0
  - Sample 3: True Label=0, Predicted Label=2
  - Sample 4: True Label=1, Predicted Label=2
  - Sample 9: True Label=2, Predicted Label=0
------------------------------------------------------------
✅ Task 7 Correct Predictions:
  - Sample 0: True Label=1, Predicted Label=1
  - Sample 1: True Label=1, Predicted Label=1
  - Sample 3: True Label=0, Predicted Label=0
  - Sample 4: True Label=1, Predicted Label=1
❌ Task 7 Incorrect Predictions:
  - Sample 2: True Label=2, Predicted Label=1
  - Sample 6: True Label=2, Predicted Label=1
  - Sample 7: True Label=0, Predicted Label=1
  - Sample 9: True Label=2, Predicted Label=1
------------------------------------------------------------
✅ Task 8 Correct Predictions:
  - Sample 0: True Label=2, Predicted Label=2
  - Sample 1: True Label=2, Predicted Label=2
  - Sample 2: True Label=0, Predicted Label=0
  - Sample 4: True Label=2, Predicted Label=2
❌ Task 8 Incorrect Predictions:
  - Sample 3: True Label=1, Predicted Label=0
  - Sample 6: True Label=1, Predicted Label=2
  - Sample 7: True Label=1, Predicted Label=2
  - Sample 9: True Label=0, Predicted Label=2
------------------------------------------------------------
✅ Task 9 Correct Predictions:
  - Sample 0: True Label=0, Predicted Label=0
  - Sample 2: True Label=0, Predicted Label=0
  - Sample 3: True Label=0, Predicted Label=0
  - Sample 7: True Label=1, Predicted Label=1
❌ Task 9 Incorrect Predictions:
  - Sample 1: True Label=2, Predicted Label=1
  - Sample 4: True Label=1, Predicted Label=2
  - Sample 5: True Label=2, Predicted Label=1
  - Sample 6: True Label=0, Predicted Label=2
------------------------------------------------------------
✅ Task 10 Correct Predictions:
  - Sample 0: True Label=2, Predicted Label=2
  - Sample 1: True Label=0, Predicted Label=0
  - Sample 3: True Label=1, Predicted Label=1
  - Sample 10: True Label=0, Predicted Label=0
❌ Task 10 Incorrect Predictions:
  - Sample 2: True Label=2, Predicted Label=1
  - Sample 4: True Label=2, Predicted Label=1
  - Sample 5: True Label=2, Predicted Label=1
  - Sample 6: True Label=1, Predicted Label=0
------------------------------------------------------------
✅ Task 11 Correct Predictions:
  - Sample 0: True Label=2, Predicted Label=2
  - Sample 3: True Label=0, Predicted Label=0
  - Sample 5: True Label=0, Predicted Label=0
  - Sample 7: True Label=2, Predicted Label=2
❌ Task 11 Incorrect Predictions:
  - Sample 1: True Label=1, Predicted Label=0
  - Sample 2: True Label=0, Predicted Label=2
  - Sample 4: True Label=1, Predicted Label=2
  - Sample 6: True Label=1, Predicted Label=2
------------------------------------------------------------

===== Euclidean-based Correct & Incorrect Predictions =====
✅ Task 0 Correct Predictions:
  - Sample 0: True Label=2, Predicted Label=2
  - Sample 1: True Label=1, Predicted Label=1
  - Sample 2: True Label=0, Predicted Label=0
  - Sample 3: True Label=1, Predicted Label=1
❌ Task 0 Incorrect Predictions:
  - Sample 25: True Label=2, Predicted Label=1
  - Sample 11: True Label=2, Predicted Label=1
  - Sample 19: True Label=0, Predicted Label=1
  - Sample 29: True Label=1, Predicted Label=0
------------------------------------------------------------
✅ Task 1 Correct Predictions:
  - Sample 0: True Label=2, Predicted Label=2
  - Sample 1: True Label=1, Predicted Label=1
  - Sample 2: True Label=1, Predicted Label=1
  - Sample 3: True Label=1, Predicted Label=1
❌ Task 1 Incorrect Predictions:
  - Sample 19: True Label=0, Predicted Label=2
  - Sample 7: True Label=1, Predicted Label=0
  - Sample 14: True Label=0, Predicted Label=1
  - Sample 22: True Label=2, Predicted Label=1
------------------------------------------------------------
✅ Task 2 Correct Predictions:
  - Sample 0: True Label=1, Predicted Label=1
  - Sample 1: True Label=0, Predicted Label=0
  - Sample 2: True Label=2, Predicted Label=2
  - Sample 3: True Label=2, Predicted Label=2
❌ Task 2 Incorrect Predictions:
  - Sample 18: True Label=2, Predicted Label=0
  - Sample 28: True Label=2, Predicted Label=0
  - Sample 10: True Label=1, Predicted Label=0
  - Sample 8: True Label=0, Predicted Label=1
------------------------------------------------------------
✅ Task 3 Correct Predictions:
  - Sample 0: True Label=2, Predicted Label=2
  - Sample 1: True Label=0, Predicted Label=0
  - Sample 2: True Label=0, Predicted Label=0
  - Sample 3: True Label=1, Predicted Label=1
❌ Task 3 Incorrect Predictions:
  - Sample 17: True Label=1, Predicted Label=0
  - Sample 22: True Label=0, Predicted Label=2
  - Sample 23: True Label=0, Predicted Label=1
  - Sample 0: True Label=1, Predicted Label=2
------------------------------------------------------------
✅ Task 4 Correct Predictions:
  - Sample 0: True Label=2, Predicted Label=2
  - Sample 1: True Label=2, Predicted Label=2
  - Sample 2: True Label=2, Predicted Label=2
  - Sample 3: True Label=2, Predicted Label=2
❌ Task 4 Incorrect Predictions:
